screen_name,followers,rt,text 
,,0,"b'RT @NCGConsulting: \\xbfConoce #Agile Data Modeling? \\nLa informaci\\xf3n, aqu\\xed: https://t.co/5g6pYy1DrP https://t.co/ioDPmXaKyt\\nv\\xeda @SAPAnalytics\\u2026'"
,,0,"b'RT @KirkDBorne: Online eBook by @AndrewYNg \\u2014&gt; ""#MachineLearning Yearning: Technical Strategy for #AI Engineers, in the Era of #DeepLearning\\u2026'"
,,0,"b'RT @dfsoftwareinc: To easily install Heroku, head over to the README and click the ""Deploy to Heroku"" button to get started!:  https://t.co\\u2026'"
,,0,"b'RT @mvollmer1: How is the market for #ProcessMining developing? @CelonisDeighton, CMO @Celonis is sharing the insights on the growth and ad\\u2026'"
,,0,b'RT @KirkDBorne: #Dashboards as Visual Art \\u2014 Lessons of the Great Masters: https://t.co/CuxFsIDcMN by @Tableau with @DataScienceCtrl  \\n\\u2014\\u2014\\u2014\\u2014\\u2014\\u2026'
,,0,b'RT @KirkDBorne: Train &amp; Tune Your #ComputerVision Models at Scale: https://t.co/Gd06NbPDIB by @FigureEightInc with @DataScienceCtrl \\n\\u2014\\u2014\\u2014\\u2014\\u2014\\u2014\\u2026'
,,0,"b'RT @oinotech: Why is asking for help so difficult? Everyone needs a helping hand, Oino is here to help you!\\nGreat article about our difficu\\u2026'"
,,0,"b""RT @KirkDBorne: Last week's top articles &amp; resources for #DataScientists \\nat @DataScienceCtrl \\U0001f449https://t.co/ar1O37pZCo\\n\\u2014\\u2014\\u2014\\u2014\\u2014\\u2014\\u2014\\u2014\\n#BigData #D\\u2026"""
,,0,"b'RT @KirkDBorne: @DataScienceCtrl \\u201cThe Art of Thinking Like a #DataScientist\\u201d \\u2014 get this Business Analytics Maturity Workbook, by @schmarzo\\u2026'"
,,0,b'RT @KirkDBorne: .@Gartner_inc and @Forrester weigh in on Augmented and Automated #MachineLearning (#AutoML): https://t.co/cRcKnSAMOr\\n\\u2014\\u2014\\u2014\\u2014\\u2014\\u2014\\u2026'
,,0,b'RT @KirkDBorne: The #AI Edge Engineer \\u2014 Extending the power of CI/CD (Continuous Integration &amp; Delivery) to Edge devices using containers:\\u2026'
,,0,b'RT @KirkDBorne: Continuous Integration &amp; Deployment (CI/CD) of #MachineLearning and #AI Models: https://t.co/8pXmOdsY6Q by @SASsoftware wit\\u2026'
,,0,b'RT @KirkDBorne: Automating Regulatory Compliance with #DataWrangling: https://t.co/nIytkQJFiO by @Trifacta with @DataScienceCtrl \\n\\u2014\\u2014\\u2014\\u2014\\u2014\\u2014\\n#B\\u2026'
,,0,"b'Recessions, Big Data, Data Science and Liberating Power of \\u201cOwn It\\u201d #BigData #DataScience via\\u2026 https://t.co/kkX6Utc5Tq'"
,,0,b'RT @jackcoleman219: 4 ways to plug an okay with #AI in your #DigitalTransformation\\n\\n#IIoT #IoT #CyberSecurity #BigData #infosec #Industry40\\u2026'
,,0,b'RT @KirkDBorne: How #AI and a Clinical Data Revolution saved @Intermountain Healthcare System $90 Million in under 5 Years: https://t.co/9P\\u2026'
,,0,b'RT @KirkDBorne: #DARPA seeks to improve #AI at the military edge with Hyper-Dimensional Data-Enabled #NeuralNetworks (HyDDENN): https://t.c\\u2026'
,,0,"b'RT @Bird7G: Recessions, Big Data, Data Science and Liberating Power of \\u201cOwn It\\u201d #BigData #DataScience via https://t.co/Rn4bZhbOEE https://t\\u2026'"
,,0,b'RT @gp_pulipaka: Convolution Vs Correlation.  #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #Te\\u2026'
,,0,b'RT @gp_pulipaka: Must-Have Applications for Data Science.  #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Pytho\\u2026'
,,0,b'RT @gp_pulipaka: Must-Have Applications for Data Science.  #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Pytho\\u2026'
,,0,b'RT @gp_pulipaka: Must-Have Applications for Data Science.  #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Pytho\\u2026'
,,0,b'RT @gp_pulipaka: Must-Have Applications for Data Science.  #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Pytho\\u2026'
,,0,b'RT @Ronald_vanLoon: The Future of #DataScience in One Picture\\n by @granvilledsc @DataScienceCtrl @AnalyticBridge @BoozAllen |\\n\\nRead more he\\u2026'
,,0,"b'RT @AISOMA_AG: Useful Comparison Tables for #AI, #DataScience, #IoT &amp; #Cloud \\n\\n#MachineLearning #BigData  \\n\\n@ipfconline1 @Ronald_vanLoon  @\\u2026'"
,,0,b'RT @SpirosMargaris: 6 essentials for fighting #fraud \\n\\nwith #MachineLearning \\n\\nhttps://t.co/6znXbXPBbs #fintech #insurtech #AI #ArtificialI\\u2026'
,,0,b'Global 500 #companies lets save on #rent and #employee #compensation with @gfaccord #bigdata &amp; #AI powered #global\\u2026 https://t.co/nC0nAd7NXL'
,,0,b'#NowHiring: #Software Engineer\\n#AI #BigData #CedarRapids #Robotics #Artificial Intelligence #jobs\\n\\u2611 Apply Now \\u261e\\u2026 https://t.co/GdTI4KRkHv'
,,0,b'RT @reach2ratan: Code Execution Vulnerability Found In Symantec Endpoint Protection https://t.co/RAC01nGQCK\\n\\n#CyberSecurity #Databreach #Ha\\u2026'
,,0,b'By https://t.co/5pnVKb8RQr RT @Jeremy972i: RT @jackcoleman219: 4 ways to plug an okay with #AI in your\\u2026 https://t.co/B9l6P14npr'
,,0,b'RT @reach2ratan: Code Execution Vulnerability Found In Symantec Endpoint Protection https://t.co/RAC01nGQCK\\n\\n#CyberSecurity #Databreach #Ha\\u2026'
,,0,b'By https://t.co/5pnVKb8RQr RT @jackcoleman219: 4 ways to plug an okay with #AI in your #DigitalTransformation\\u2026 https://t.co/GWn5Dg7hQJ'
,,0,b'RT @jackcoleman219: 4 ways to plug an okay with #AI in your #DigitalTransformation\\n\\n#IIoT #IoT #CyberSecurity #BigData #infosec #Industry40\\u2026'
,,0,b'RT @boslerfabian: Getting started with Python is easier than you think! #Datascience #BigData #DataVisualization #Python https://t.co/XrJl0\\u2026'
,,0,b'RT @andy_fitze: #AIBest by @KirkDBorne \\nhttps://t.co/VXUhtasn78 \\nThe top Artificial Intelligence Books for reading in 2019: https://t.co/Vv\\u2026'
,,0,"b""Chrome may shame slow-loading sites with 'speed badging': #AI #IoT #BigData copy @Mikequindazzi\\u2026 https://t.co/GTHjNotZU8"""
,,0,b'\\u2018Human Compatible\\u2019 and \\u2018Artificial Intelligence\\u2019 Review: Learn Like a Machine - Wall Street Journal\\n\\nRead more here\\u2026 https://t.co/bBr6dWaaDx'
,,0,b'RT @holgermu: How should we treat facial recognition? Great post by @Steve_Lockstep https://t.co/2pbCX84XO4  @constellationr #Privacy #Secu\\u2026'
,,0,"b'RT @orbia: Sustainability is an integral part of our commitment to advance life around the world. Simply put, we aim to give rather than ta\\u2026'"
,,0,b'#RT @StartGrowthHack: Where #AI fits into #inboundmarketing.\\n\\n#BigData #DigitalMarketing #ArtificialIntelligence\\u2026 https://t.co/aXpAYyK7sh'
,,0,b'RT @SalomonOli: 2020 Predictions for the Internet of Things (IoT) #BigData #BigDataLove via https://t.co/s7n0wYZc3s https://t.co/ruvZOPQiuL'
,,0,"b'Botch Artificial Intelligence, Go Out Of Business, Executives Fear #BigData #AI #IA via https://t.co/ZkGZHy7Db6 https://t.co/prNRUTxtuU'"
,,0,"b'RT @grjenkin: Botch Artificial Intelligence, Go Out Of Business, Executives Fear #BigData #AI #IA via https://t.co/ZkGZHy7Db6 https://t.co/\\u2026'"
,,0,"b""RT @KirkDBorne: Last week's top articles &amp; resources for #DataScientists \\nat @DataScienceCtrl \\U0001f449https://t.co/ar1O37pZCo\\n\\u2014\\u2014\\u2014\\u2014\\u2014\\u2014\\u2014\\u2014\\n#BigData #D\\u2026"""
,,0,b'RT @lifesdna: Vision architecture for #healthcare industry with #bigdata #HealthTech #AI #blockchain #smartcontracts \\n#infographic by @dini\\u2026'
,,0,b'RT @eraser: El viaje hacia la industria 4.0. Jornadas \\xbfte sumas a la 4\\xaa revoluci\\xf3n industrial? @CTAndalucia @EconomiaAnd @AndaluciaJunta An\\u2026'
,,0,b'Great #post #DataScience  #BigData #BusinessIntelligence #ML #DL: https://t.co/8JiWQ4Oe8R  RT @drmimransarwar: RT\\u2026 https://t.co/23Ge7XMJxu'
,,0,b'RT @lifesdna: #healthcare industry challenges in a time of #bigdata #HealthTech #AI #blockchain \\nNumber hospitals \\nUnstructured data\\n#infog\\u2026'
,,0,b'RT @ConstructechTV: Discover the difference between #AR #VR and #mixedreality in #construction. https://t.co/BGdBAsLkwV #infrastructure #Io\\u2026'
,,0,b'RT @gp_pulipaka: Convolution Vs Correlation.  #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #Te\\u2026'
,,0,b'Great #post #DataScience  #BigData #BusinessIntelligence #ML #DL: https://t.co/8JiWQ4Oe8R  RT @gdprAI: RT @grjenkin\\u2026 https://t.co/VXjagTbQgo'
,,0,b'RT @gp_pulipaka: Data Science on Steroids with #Kubeflow. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python\\u2026'
,,0,b'Great #post #DataScience  #BigData #BusinessIntelligence #ML #DL: https://t.co/8JiWQ4Oe8R  RT @grjenkin: Botch Arti\\u2026 https://t.co/3wg2Gq3IbO'
,,0,b'RT @wiwer77: Introduction to Artificial Intelligence Applications\\nhttps://t.co/bkwh9eYX02\\n#AI #IA #BigData #BlockChain #Robots #Startup #Py\\u2026'
,,0,b'Great #post #DataScience  #BigData #BusinessIntelligence #ML #DL: https://t.co/8JiWQ4Oe8R  RT @ecuacion2010: RT\\u2026 https://t.co/nym4TRaHBc'
,,0,b'Apache Arrow Takes \\u2018Flight\\u2019 with Big Data Net #BigData #Arrow #network  https://t.co/1L3mFqgeGE'
,,0,b'Great #post #DataScience  #BigData #BusinessIntelligence #ML #DL: https://t.co/8JiWQ4Oe8R  RT @gdprAI: RT @holgermu\\u2026 https://t.co/Cp5NVNZ82g'
,,0,b'Hadoop vs. Spark \\u2013 An Accurate Question? #BigData #hadoop #python via https://t.co/wBQ2RRpkEq https://t.co/Vhxinrhyx8'
,,0,"b'RT @maxjcm: Baker Hughes, #Microsoft, https://t.co/YsqUimsPu0 to boost adoption of #AI technology in the oil and natural gas\\n\\n#artificialin\\u2026'"
,,0,b'RT @jamilahmed_16: 19 Best #ArtificialIntelligence Courses To Standout in The Future\\n\\nhttps://t.co/7ZJXLkd4oj\\n\\n#AI #DataScientist #DataScie\\u2026'
,,0,b'RT @maxjcm: How do we build and validate trustworthy #AI in practice?\\n\\n#artificialintelligence #AI #MachineLearning #ML #DL #BigData Cc @si\\u2026'
,,0,b'RT @maxjcm: Interesting: Scientists who are creating a bio-internet of things #IoT\\n\\n#IoT #BigData #MachineLearning #ArtificialIntelligence\\u2026'
,,0,"b'RT @EvaVilaMassanas: \\u201cLas claves para atraer talento digital:poder continuar aprendiendo, ofrecer retos continuos, un ambiente laboral crea\\u2026'"
,,0,b'RT @wiwer77: Introduction to Artificial Intelligence Applications\\nhttps://t.co/bkwh9eYX02\\n#AI #IA #BigData #BlockChain #Robots #Startup #Py\\u2026'
,,0,b'RT @gp_pulipaka: Convolution Vs Correlation.  #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #Te\\u2026'
,,0,"b""RT @maxjcm: DARPA seeks to improve #AI at the military Edge with 'Hyper-Dimensional Data Enabled Neural Networks' \\n\\n#ArtificialIntelligence\\u2026"""
,,0,"b'RT @maxjcm: 75% C-level executives believe if they don\\u2019t aggressively deploy #AI, they risk going out of business next 5 years\\n\\n#Artificial\\u2026'"
,,0,b'RT @xfxie: What can #BikeSharing System Data Tell Us about #Operations: Case Study of #CorralService \\n\\nhttps://t.co/vUSRrrnVFF \\n\\n#bikeshare\\u2026'
,,0,b'RT @SpirosMargaris: Facebook is testing a #FaceDetection tool \\n\\nto verify your identity (updated) \\n\\nhttps://t.co/UbNgnmYafD #fintech #priva\\u2026'
,,0,b'RT @maxjcm: Computing power needed to train #AI is now rising 7x faster than ever before\\n\\n#ArtificialIntelligence #AI #MachineLearning #ML\\u2026'
,,0,"b'RT @CSA_DVillamizar: This tweet, ""An Assortment of Blogs on Digital Supply Chain Basics \\u2013 IoT, Big Data, Machine Learning, Blockchain #supp\\u2026'"
,,0,b'RT @gp_pulipaka: Convolution Vs Correlation.  #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #Te\\u2026'
,,0,b'RT @MikeQuindazzi: 10 #EmergingTechnologies Disrupting #DigitalMarketing &gt;&gt;&gt; @Spiralytics via @MikeQuindazzi &gt;&gt;&gt; #AI #BigData #DataScience\\u2026'
,,0,b'RT @gp_pulipaka: Convolution Vs Correlation.  #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #Te\\u2026'
,,0,"b'RT @KirkDBorne: Online eBook by @AndrewYNg \\u2014&gt; ""#MachineLearning Yearning: Technical Strategy for #AI Engineers, in the Era of #DeepLearning\\u2026'"
,,0,b'RT @gp_pulipaka: Convolution Vs Correlation.  #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #Te\\u2026'
,,0,b'RT @pratititech: 6 Key Requirements for IoT Success. - #Infographic \\nVia @antgrasso \\n\\n#machinelearning #ai #iot #infographic #CyberSecurity\\u2026'
,,0,b'RT @gp_pulipaka: Data Science on Steroids with #Kubeflow. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python\\u2026'
,,0,b'\\u2018Human Compatible\\u2019 and \\u2018Artificial Intelligence\\u2019 Review: Learn Like a Machine - Wall Street Journal\\n\\nRead more here\\u2026 https://t.co/S2t7IADmaA'
,,0,b'The best business laptops: #DeepLearning #IoT #BigData CC @MIKEQUINDAZZI https://t.co/OmDrMwcnTS https://t.co/Wfo6CwF8It'
,,0,b'RT @SpirosMargaris: 6 essentials for fighting #fraud \\n\\nwith #MachineLearning \\n\\nhttps://t.co/6znXbXPBbs #fintech #insurtech #AI #ArtificialI\\u2026'
,,0,b'RT @MatthewJOpdyke: #NASA #ChandraXray #galacticscience #Hubble #PhoenixCluster #physics #bigdata #science - 5.8 billion light-years from E\\u2026'
,,0,"b""Safety by Numbers: The power of data science to improve performance. - Lloyd's Register https://t.co/FWoduLSlkL\\u2026 https://t.co/AgaZJrpBUZ"""
,,0,b'RT @MotorcycleTwitt: The best business laptops: #DeepLearning #IoT #BigData CC @MIKEQUINDAZZI https://t.co/OmDrMwcnTS https://t.co/Wfo6CwF8\\u2026'
,,0,b'RT @steube: Facial recognition in China is now on vending machines!\\n\\n#technology #fintech #innovation #privacy #facialrecognition #IIoT #fu\\u2026'
,,0,b'RT @gp_pulipaka: The Top 20 Tech Skills of the Past 5 Years. #BigData #Analytics #NoSQL #SQL #DataScience #IoT #IIoT #C #CPP #Azure #AWS #P\\u2026'
,,0,b'RT @cylanceinc: ICYMI: Catch our #OnDemandWebinar - The AI Advantage to learn more about the critical considerations for evaluating and inv\\u2026'
,,0,b'RT @IainLJBrown: \\u2018Human Compatible\\u2019 and \\u2018Artificial Intelligence\\u2019 Review: Learn Like a Machine - Wall Street Journal\\n\\nRead more here: https\\u2026'
,,0,b'RT @gp_pulipaka: The Top 20 Tech Skills of the Past 5 Years. #BigData #Analytics #NoSQL #SQL #DataScience #IoT #IIoT #C #CPP #Azure #AWS #P\\u2026'
,,0,b'The latest The viral marketing Daily! https://t.co/I4HNIqt17c Thanks to @cuscorepublica #frizemedia #bigdata'
,,0,"b'Despite its diversity, #ArtificialIntelligence project\\u2019s use cases could fall into one of this 7 common patterns\\u2026 https://t.co/sWZDhiTDQD'"
,,0,b'Join our #diversity career meetup on Dec 5 co-hosted with @DataWomen. Learn the essence of startup offers and valua\\u2026 https://t.co/76g91gcbcz'
,,0,b'RT @KirkDBorne: \\u2728\\U0001f31fI am honored to be nominated for #AI Innovator of the Year \\u2014 The #AIinnovatoroftheYear to be announced in NYC at @Busines\\u2026'
,,0,b'RT @wiomax: Unlocking Potentials of Smart #IoT with #LPWAN technology https://t.co/h0nsoqtDkS #LoRaWAN #NBIoT #InternetOfThings #BigData #A\\u2026'
,,0,b'RT @MotorcycleTwitt: The best business laptops: #DeepLearning #IoT #BigData CC @MIKEQUINDAZZI https://t.co/OmDrMwcnTS https://t.co/Wfo6CwF8\\u2026'
,,0,b'RT @MikeQuindazzi: 10 #EmergingTechnologies Disrupting #DigitalMarketing &gt;&gt;&gt; @Spiralytics via @MikeQuindazzi &gt;&gt;&gt; #AI #BigData #DataScience\\u2026'
,,0,b'RT @MikeQuindazzi: Virtual automotive lab leverages #AugmentedReality &gt;&gt;&gt; @nvidia via @MikeQuindazzi &gt;&gt;&gt; #AR #VR #AutonomousVehicles #3D #I\\u2026'
,,0,b'RT @MikeQuindazzi: 10 #EmergingTechnologies Disrupting #DigitalMarketing &gt;&gt;&gt; @Spiralytics via @MikeQuindazzi &gt;&gt;&gt; #AI #BigData #DataScience\\u2026'
,,0,"b'RT @Harry_Robots: Despite its diversity, #ArtificialIntelligence project\\u2019s use cases could fall into one of this 7 common patterns https://\\u2026'"
,,0,"b'RT @Inra_Intl: [#2019INRAawards] Christine Cherbut, #INRA Deputy Director General presents Pascal Neveu with the Innovation Award. A virtuo\\u2026'"
,,0,"b'RT @marcusborba: In China, #AI defeated a team of elite doctors in both speed and accuracy rate, in a 2 round brain tumor diagnosis\\n\\n#Artif\\u2026'"
,,0,b'RT @CloudianStorage: Frustrated with having to pay for more compute when you just need more storage for your #BigData? See how you can scal\\u2026'
,,0,"b'RT @MikeQuindazzi: Top of the 8 most important #BigData, #DataAnalytics, and #MachineLearning technologies &gt;&gt;&gt; @StatistaCharts via @MikeQui\\u2026'"
,,0,b'Impressive stuff!'
,,0,"b'RT @Harry_Robots: Despite its diversity, #ArtificialIntelligence project\\u2019s use cases could fall into one of this 7 common patterns https://\\u2026'"
,,0,"b'RT @Harry_Robots: Despite its diversity, #ArtificialIntelligence project\\u2019s use cases could fall into one of this 7 common patterns https://\\u2026'"
,,0,b'RT @IainLJBrown: \\u2018Human Compatible\\u2019 and \\u2018Artificial Intelligence\\u2019 Review: Learn Like a Machine - Wall Street Journal\\n\\nRead more here: https\\u2026'
,,0,"b""RT @DS_Analytics: Safety by Numbers: The power of data science to improve performance. - Lloyd's Register https://t.co/FWoduLSlkL\\n\\n#DataSci\\u2026"""
,,0,b'You Know I love the way John Travolta dances !\\nI wish i was that talented. #BigData #JohnTravolta'
,,0,b'Sssssshh i think i hear a cat ! #BigData'
,,0,b'HOW TO IMPROVE CUSTOMER RETENTION THROUGH MARKETING TACTICS\\n#DataScience #BigData #BTC #infosec #HealthTech\\u2026 https://t.co/yLPGVVF1eW'
,,0,b'RT @IainLJBrown: \\u2018Human Compatible\\u2019 and \\u2018Artificial Intelligence\\u2019 Review: Learn Like a Machine - Wall Street Journal\\n\\nRead more here: https\\u2026'
,,0,b'RT @BigDataF1: Sssssshh i think i hear a cat ! #BigData'
,,0,b'RT @MikeQuindazzi: #AI is helping to defining the #FutureofWork &gt;&gt;&gt; @WEF via @MikeQuindazzi &gt;&gt;&gt; #Robotics #IoT #DataScience #BigData #DeepL\\u2026'
,,0,"b""RT @DS_Analytics: Safety by Numbers: The power of data science to improve performance. - Lloyd's Register https://t.co/FWoduLSlkL\\n\\n#DataSci\\u2026"""
,,0,b'RT @MikeQuindazzi: #AI-related #patent applications increase to 56K in just 4 years &gt;&gt;&gt; @FT via @MikeQuindazzi  &gt;&gt;&gt; #AI #Robotics #4IR #Aut\\u2026'
,,0,b'RT @1DavidClarke: #GDPR: Recognizing Employee #DataPrivacy #dataprotection #privacy #infosec #cybersecurity #bigdata #ai\\nhttps://t.co/rvyOA\\u2026'
,,0,"b'Shocking stat: Most owners (76%) report they frequently communicate their future plans, but only 19% of contractors\\u2026 https://t.co/qfGyig14D4'"
,,0,b'RT @MikeQuindazzi: 10 #EmergingTechnologies Disrupting #DigitalMarketing &gt;&gt;&gt; @Spiralytics via @MikeQuindazzi &gt;&gt;&gt; #AI #BigData #DataScience\\u2026'
,,0,b'RT @MotorcycleTwitt: The best business laptops: #DeepLearning #IoT #BigData CC @MIKEQUINDAZZI https://t.co/OmDrMwcnTS https://t.co/Wfo6CwF8\\u2026'
,,0,b'Join our #diversity career meetup on Dec 5 co-hosted with \\n@DataWomen. Learn the essence of startup offers &amp; valuab\\u2026 https://t.co/osoOF4p1Lg'
,,0,b'RT @gary_sousa: #AI #Edge Engineer- Deployment of code to Edge devices. Currently most #IoT applications use simple architecture &amp; connect\\u2026'
,,0,b'35 Best #IT #Training &amp; #Certification Courses\\n\\nhttps://t.co/Jhe52NUK7A\\n\\n#AI #Analytics #IoT #BI #Amazon #AWS #tech\\u2026 https://t.co/3rfCiP0Hxp'
,,0,b'RT @MotorcycleTwitt: The best business laptops: #DeepLearning #IoT #BigData CC @MIKEQUINDAZZI https://t.co/OmDrMwcnTS https://t.co/Wfo6CwF8\\u2026'
,,0,b'Ever taken a #health #risk assessment? Learn why it is absolutely #necessary for you to take one.\\u2026 https://t.co/egoqsfbd0P'
,,0,b'.@JamesARay says self-awareness is a leadership quality. How aware are you? https://t.co/USjTIWJYQP #TPSS #IoT #M2M\\u2026 https://t.co/Ljbl10NMhZ'
,,0,b'RT @jamilahmed_16: 35 Best #IT #Training &amp; #Certification Courses\\n\\nhttps://t.co/Jhe52NUK7A\\n\\n#AI #Analytics #IoT #BI #Amazon #AWS #tech #CCN\\u2026'
,,0,b'#Hankook uses #AI in tire compound development\\n\\n#AI #AIio #BigData #ML #NLU #Iot https://t.co/IGP1Lw6Z3R\\u2026 https://t.co/Ba2KJxilIu'
,,0,b'#Hankook uses #AI in tire compound development\\n\\n#AI #AIio #BigData #ML #NLU #Iot https://t.co/s6iGw6kmbW\\n\\ncc:\\u2026 https://t.co/5DhRhETKKK'
,,0,"b""RT @maxjcm: DARPA seeks to improve #AI at the military Edge with 'Hyper-Dimensional Data Enabled Neural Networks' \\n\\n#ArtificialIntelligence\\u2026"""
,,0,b'\\U0001f4e3  Tend\\xeancias #BigData em 2019: contamos tudo aqui! https://t.co/9vIyYEG8wb'
,,0,b'RT @terence_mills: #Hankook uses #AI in tire compound development\\n\\n#AI #AIio #BigData #ML #NLU #Iot https://t.co/s6iGw6kmbW\\n\\ncc: @PetiotEri\\u2026'
,,0,b'RT @Softnet_Search: 6 #AI strategies from top economic powers\\nvia @PwC @MikeQuindazzi #MachineLearning #DeepLearning #Robotics #NLP #NLG #M\\u2026'
,,0,b'RT @reach2ratan: Serious Security Vulnerability Found In All McAfee Antivirus Editions https://t.co/wqOTeSodcp\\n\\n#CyberSecurity #Databreach\\u2026'
,,0,"b'#Tech #Security Trust is money in the bank, but most companies are leaving it on the table https://t.co/AvYWA2ZzSo #IT #BigData #Technology'"
,,0,b'RT @reach2ratan: Serious Security Vulnerability Found In All McAfee Antivirus Editions https://t.co/wqOTeSodcp\\n\\n#CyberSecurity #Databreach\\u2026'
,,0,"b'RT @Harry_Robots: Despite its diversity, #ArtificialIntelligence project\\u2019s use cases could fall into one of this 7 common patterns https://\\u2026'"
,,0,b'RT @TalentSeer: Join our #diversity career meetup on Dec 5 co-hosted with \\n@DataWomen. Learn the essence of startup offers &amp; valuable caree\\u2026'
,,0,b'RT @MotorcycleTwitt: The best business laptops: #DeepLearning #IoT #BigData CC @MIKEQUINDAZZI https://t.co/OmDrMwcnTS https://t.co/Wfo6CwF8\\u2026'
,,0,b'Only 11% brands can effectively use customer data: How come? https://t.co/4qm7DwZQed\\n\\n@JahangeerDM @HRDSocialMedia\\u2026 https://t.co/0sQ4hEV6Qe'
,,0,"b'@YohaneesH @onnowpurbo Trus SMP nya belajar Tensorflow,SMA BigData&amp;CloudComputing \\U0001f44d\\U0001f605'"
,,0,b'The Internet of Things Will Make #BigData Look Small: https://t.co/WcTCG5cjNY'
,,0,b'RT @HatemLtaief: #Fugaku: the first exascale supercomputer #AI #ML #Bigdata #HPC #SC19 -&gt; \\u2066@ProfMatsuoka\\u2069 is up! \\u2066@KAUST_HPC\\u2069 \\u2066@KAUST_ECRC\\u2069\\u2026'
,,0,"b'#KecerdasanBuatan yg mampu jd proyektor atas kenangan &amp; mimpimu. Bayangkan jika kamu kangen atau jengkel ke mantan,\\u2026 https://t.co/0xBsyNFNfQ'"
,,0,b'RT @terence_mills: #AI Global Market Projected to Exceed $200 Billion by 2026\\n\\n#AI #AIio #BigData #ML #NLU #Iot https://t.co/TM5siaAl4c\\n\\ncc\\u2026'
,,0,b'RT @wiwer77: The 8 Minute Guide To How Your Business Can Solve Problems with AI and Machine Learning\\nhttps://t.co/tB9zLGu0T1\\n#AI #IA #BigDa\\u2026'
,,0,b'RT @KirkDBorne: How #MachineLearning Algorithms Works \\u2014 An Overview by @vinod1975 \\n\\nhttps://t.co/QuxcDM9bge\\n\\n#BigData #DataScience #AI #Alg\\u2026'
,,0,"b'RT @budimandjatmiko: #KecerdasanBuatan yg mampu jd proyektor atas kenangan &amp; mimpimu. Bayangkan jika kamu kangen atau jengkel ke mantan, al\\u2026'"
,,0,b'RT @Ronald_vanLoon: Japanese Scientists have Created #AI that can visualize our thought\\nby @wef\\n\\n#BigData #ArtificialIntelligence#Innovatio\\u2026'
,,0,"b'RT @sursiendo: La corrupci\\xf3n se combate con apertura, transparencia, colaboraci\\xf3n. Todo lo contrario de lo que Micro$oft representa en sus\\u2026'"
,,0,"b""RT @MarketInterview: Carl Data's FlowWorks Subsidiary Brings Advanced Analytics to Miami-Dade Wastewater Infrastructure\\n@carl_bdaas $CDTAF\\u2026"""
,,0,b'RT @gp_pulipaka: Data Science on Steroids with #Kubeflow. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python\\u2026'
,,0,b'@KirkDBorne @Business_AI Magnificent! Congratulations Kirk! We are supporting you. We got you! We are Voting for Yo\\u2026 https://t.co/zjKfi5hzob'
,,0,b'RT @ClarityInsights: Integrate patient preferences and watch satisfaction soar. Read the blog post to learn more. #CX #analytics #bigdata #\\u2026'
,,0,b'RT @KathySamira: @KirkDBorne @Business_AI Magnificent! Congratulations Kirk! We are supporting you. We got you! We are Voting for You! #AII\\u2026'
,,0,b'\\u51ac\\u306e\\u6708\\u3092\\u30aa\\u30b9\\u30b9\\u30e1\\u65b0\\u9152\\u3068\\u3057\\u3066\\u3054\\u7d39\\u4ecb\\u3044\\u305f\\u3060\\u304d\\u307e\\u3057\\u305f\\U0001f606'
,,0,b'RT @KirkDBorne: \\u2728\\U0001f31fI am honored to be nominated for #AI Innovator of the Year \\u2014 The #AIinnovatoroftheYear to be announced in NYC at @Busines\\u2026'
,,0,b'RT @KathySamira: @KirkDBorne @Business_AI Magnificent! Congratulations Kirk! We are supporting you. We got you! We are Voting for You! #AII\\u2026'
,,0,b'RT @wiwer77: The 8 Minute Guide To How Your Business Can Solve Problems with AI and Machine Learning\\nhttps://t.co/tB9zLGu0T1\\n#AI #IA #BigDa\\u2026'
,,0,b'RT @KirkDBorne: \\u2728\\U0001f31fI am honored to be nominated for #AI Innovator of the Year \\u2014 The #AIinnovatoroftheYear to be announced in NYC at @Busines\\u2026'
,,0,b'RT @AISOMA_AG: 4 Signs your Company should Invest in a #DataLake?\\n\\n#BigData #DataScience #MachineLearning #AI\\n\\n@MikeQuindazzi @odsc @HeinzV\\u2026'
